132.0625,-2.5625,8.0000,-0.4100,-0.1700,0.0500,131.6875,-2.9375,7.8125,-0.2700,0.0400,0.1500,131.5625,-3.0000,7.4375,-0.3500,0.0000,0.0100,131.6250,-2.8750,7.3125,-0.2300,-0.2900,0.0800,131.6250,-2.7500,7.0625,-0.3000,-0.1200,0.1200,131.6250,-2.6875,7.0000,-0.3400,-0.1100,0.1400,131.5625,-2.8125,6.9375,-0.3100,0.0300,0.1600,131.5625,-2.9375,6.9375,-0.2700,-0.0600,0.1600,131.5625,-3.0000,6.8125,-0.1800,0.0000,0.2400,131.5625,-3.1250,6.8125,-0.1500,-0.0200,0.2100
107.6250,-6.0000,9.6875,-0.1700,-0.2500,0.1700,107.6250,-6.0625,9.7500,-0.0700,-0.1300,0.3100,107.5000,-6.1250,9.7500,0.0100,-0.2200,0.1200,107.3750,-6.1875,9.5000,-0.0600,-0.0400,0.1600,107.3125,-6.1875,9.3750,-0.0400,-0.1200,0.2000,107.3750,-6.1250,9.1875,0.0100,-0.1300,0.0900,107.3125,-6.0625,9.0625,0.0300,-0.0700,0.0900,107.3125,-5.9375,9.0625,0.0700,-0.1200,0.1200,107.2500,-5.8125,8.8750,0.0100,-0.0500,0.1800,107.1875,-5.7500,8.8125,0.0600,-0.1200,0.2400
82.8750,-4.2500,8.1875,0.0600,-0.5700,0.2600,82.9375,-4.2500,7.8750,-0.3400,-0.4200,0.0400,83.0625,-4.5000,8.0000,-0.0100,-0.4000,0.2000,83.2500,-4.6875,8.1250,-0.0100,-0.1600,0.1700,83.4375,-4.7500,8.0625,-0.0300,-0.1300,0.0500,83.6875,-4.7500,7.8750,-0.0900,0.0800,0.2700,84.0000,-4.8125,7.9375,-0.2300,-0.0300,0.0400,84.1875,-4.8750,8.1875,-0.0800,-0.2300,0.0300,84.2500,-4.9375,8.2500,-0.1100,-0.2000,0.0000,84.3125,-4.8750,8.3750,-0.1100,-0.1600,0.0200
65.1250,-4.3750,8.1875,0.0000,-0.1000,0.0000,65.5000,-4.5000,8.3750,-0.0300,-0.0800,0.0600,65.8125,-4.5625,8.4375,-0.0600,-0.1800,0.0000,66.0000,-4.5000,8.3750,-0.0300,-0.1200,0.1300,66.0625,-4.5000,8.2500,-0.0500,-0.0500,0.0600,66.0625,-4.5000,8.1250,-0.0600,-0.0100,0.0300,66.0000,-4.5625,8.1250,0.0000,0.0300,0.0500,65.9375,-4.5625,8.1875,0.0000,-0.0900,0.1900,65.8750,-4.6250,8.2500,-0.0500,-0.0400,0.0900,65.8750,-4.6875,8.2500,-0.0500,-0.0300,0.0600
39.1250,-3.9375,6.8750,-0.0200,-0.1800,0.1000,39.2500,-4.0625,6.8750,-0.1000,-0.1100,0.0300,39.4375,-4.0625,6.8750,0.0100,-0.1300,0.0300,39.5000,-4.0000,6.8750,0.0000,-0.0400,0.0900,39.6875,-4.0000,6.9375,-0.0100,-0.1200,0.0800,39.8125,-4.0625,6.9375,-0.0700,-0.1300,0.0400,39.8125,-4.0625,7.0000,-0.0800,-0.0800,0.1000,39.9375,-4.0625,7.0625,-0.0300,-0.2100,0.1100,39.8750,-4.1250,7.0625,-0.0400,-0.1400,0.1300,39.8750,-4.1250,7.0625,-0.0900,-0.0900,0.0700
18.7500,-4.5625,7.8125,0.0900,0.1200,0.1300,18.5625,-4.5625,7.6875,0.0700,0.0700,0.2000,18.6250,-4.5625,7.6250,0.0300,-0.0700,0.1400,18.7500,-4.5625,7.5625,0.0100,-0.1400,0.1000,18.8750,-4.5625,7.5625,0.0000,-0.0300,0.0900,18.9375,-4.5625,7.5000,-0.0200,-0.0300,0.1000,19.0625,-4.5000,7.5000,0.0300,-0.0500,0.1700,19.1250,-4.4375,7.5000,0.0000,-0.0300,0.2200,19.1250,-4.4375,7.5625,0.0500,-0.0600,0.1300,19.0000,-4.5000,7.5625,0.0400,-0.0800,0.1300
3.3750,-4.7500,7.8750,0.2100,0.0200,0.1900,3.0625,-4.8125,7.8125,-0.0300,0.0000,0.0500,2.8750,-4.8125,7.8125,-0.0500,0.0000,0.1800,2.7500,-4.8750,7.8125,0.0000,0.0500,0.0700,2.7500,-4.8750,7.8125,0.0700,-0.0600,0.1400,2.7500,-4.8125,7.7500,0.0700,-0.1000,0.1700,2.7500,-4.8125,7.7500,0.0500,-0.0200,0.0800,2.7500,-4.8125,7.7500,0.0400,-0.0300,0.0000,2.8125,-4.7500,7.8125,0.0400,-0.0800,0.0600,2.8125,-4.7500,7.8125,0.0100,-0.0900,0.0900
348.5000,-4.1875,7.5625,0.1300,-0.1200,0.1500,348.0625,-4.1875,7.5625,-0.0100,0.0500,0.1000,347.8750,-4.1875,7.5000,-0.0800,-0.1600,0.1600,347.8750,-4.1875,7.5625,0.0300,-0.0400,0.1600,347.8750,-4.1875,7.5625,0.0700,-0.0700,0.0700,347.8750,-4.1250,7.5625,-0.0100,-0.1300,0.1100,347.8750,-4.0000,7.5000,-0.0300,0.0300,0.1100,348.0625,-4.0625,7.5000,-0.0800,-0.0600,-0.0100,348.1250,-4.1250,7.5000,-0.0300,-0.0700,0.0500,348.1250,-4.1250,7.4375,0.0300,-0.0800,0.0400
333.9375,-4.3125,7.9375,0.0700,-0.0800,0.0100,333.7500,-4.1875,8.1875,0.0500,0.0000,0.0800,333.6875,-4.0625,8.2500,0.0900,-0.0900,0.1800,333.8125,-4.0000,8.4375,0.0600,-0.1400,0.2500,333.9375,-4.0000,8.5000,-0.0300,0.0600,0.2800,334.0625,-4.0625,8.4375,0.0400,-0.0900,0.2100,334.2500,-4.0625,8.3750,0.0400,-0.0900,0.1200,334.3750,-4.0000,8.3125,-0.0100,-0.1000,0.1800,334.3750,-4.0000,8.2500,-0.0600,-0.1400,0.1000,334.3125,-4.0000,8.1875,-0.0200,-0.0800,0.1200
320.0625,-3.1875,7.6875,0.0200,-0.1300,0.1200,319.7500,-3.1250,7.4375,0.0100,0.0000,0.1400,319.5000,-3.0625,7.2500,0.0600,-0.1300,0.1900,319.3750,-3.0625,7.1250,0.0100,-0.0900,0.1100,319.3750,-3.0625,7.0625,0.0200,-0.0700,0.0400,319.3750,-3.0625,7.0000,-0.0700,0.1400,0.1300,319.5625,-3.1250,7.0625,0.0500,-0.0700,0.2500,319.7500,-3.3125,7.1250,0.0000,-0.0900,0.1400,319.8125,-3.3750,7.1250,-0.1000,-0.1900,0.1100,319.7500,-3.3750,7.1250,-0.0500,-0.1000,0.1500
