131.7500,12.1250,-4.6250,-0.2400,-0.4600,0.5800,129.7500,10.1875,-7.1250,0.4000,1.5000,0.7800,117.3125,1.0000,8.9375,2.5400,3.8600,-6.0400,117.5625,-17.1250,45.1875,-0.2100,-3.5000,-2.3300,129.3125,-8.8125,69.1875,-0.1800,-4.8400,0.4500,134.8125,-3.9375,69.5000,-1.0900,-2.2400,-0.7700,134.1250,-3.0000,68.2500,-0.2900,-0.3800,0.9200,135.6875,-1.1875,65.3750,-0.4300,-0.6400,0.2000,135.1875,-1.1875,63.3750,-0.7100,-0.7400,0.2300,134.0625,-4.8125,63.3750,0.1200,-0.2200,0.7000
153.8125,7.2500,-13.5625,-0.1600,-0.5400,0.0300,153.1875,5.3750,-13.5625,0.2000,0.9000,0.9500,142.5000,3.0625,-3.1875,1.5200,3.0000,0.2500,134.9375,-11.8125,33.4375,1.9900,4.0200,-4.5100,139.7500,-14.1250,79.6250,-1.9500,-5.4200,-2.9200,146.6250,-10.8125,89.1250,-0.5700,-1.0300,-0.8200,149.6250,-9.0625,86.8750,-1.0500,-0.9200,-0.0900,150.8125,-7.1250,84.3125,0.8400,0.6500,0.4600,149.5000,-7.8125,83.1875,-0.2900,-0.3000,0.2600,149.6875,-8.0625,82.9375,0.0600,0.2500,0.0900
158.1875,2.3125,7.7500,-0.1200,-0.6100,0.1200,157.6250,1.8125,3.9375,-0.7000,-2.3900,-1.1700,151.9375,0.3750,2.2500,1.3300,4.1800,0.7000,147.8125,-9.0000,28.6875,-0.2300,0.5200,-3.6600,154.0000,-8.6875,58.5000,1.0700,1.0600,-2.6200,166.6250,0.0000,86.0625,0.8000,-6.0000,1.1500,172.2500,2.1875,85.3125,-1.1500,-1.0400,-1.0800,173.1875,2.1875,85.0000,-0.4600,-1.4500,0.6700,173.2500,1.1875,80.3125,-0.3800,-0.1800,-0.0800,173.3750,0.5000,77.8750,-0.3100,-0.4600,-0.2000
231.2500,8.5000,1.1250,-0.2600,-0.0500,0.1200,228.2500,8.0625,2.0000,-0.3900,0.2700,0.0000,211.1250,1.6875,19.3125,0.4500,2.6900,-0.6400,207.5000,-8.5000,42.5625,1.2900,2.9600,-1.5000,222.1250,-9.0000,65.6250,0.1900,-1.7600,-5.0000,237.5625,0.8125,81.0000,-0.6300,-5.8500,-1.4300,240.3750,3.2500,81.6250,-0.4200,-1.4600,0.8800,237.6875,1.8750,79.8750,-0.2600,-0.1700,-0.5000,233.8750,0.3750,79.6250,-0.1400,-0.2100,0.1300,232.1250,-0.1875,78.9375,-0.3900,-0.7500,-0.0600
217.5000,-1.3125,6.1875,-0.1500,-0.5900,0.6400,215.0000,-1.5000,9.6875,0.0400,2.2700,-0.3800,209.1250,-1.6875,24.0625,0.7000,4.2700,-0.5100,206.6250,-4.0000,53.5000,1.8700,-0.7900,-4.4500,213.6250,-3.8125,76.9375,-0.1200,-4.6700,-2.0500,219.7500,-0.8125,79.2500,-0.6500,-1.4800,-0.1800,222.3750,0.2500,78.3750,-0.0600,-0.2100,0.1400,222.5625,0.1875,78.1250,0.0200,-0.2000,0.2700,223.0000,0.3750,77.2500,-0.1600,-0.3500,-0.1200,219.7500,-2.7500,78.3750,0.1900,0.0400,-0.1400
177.8125,0.5000,3.2500,0.8000,0.6000,0.8300,175.8125,1.3125,1.6875,0.2600,0.5400,-0.0100,172.8750,0.5625,8.5000,0.2700,2.5300,-0.3600,166.3750,-6.5625,32.5625,0.9900,2.8200,-1.0000,168.3125,-10.3125,64.1875,-0.3400,-0.0500,-3.2000,176.5625,-6.3125,88.1875,-0.6100,-5.0900,-2.7900,183.1250,-3.0000,88.5000,-0.7500,-1.0600,-1.3300,184.8750,-2.1250,87.1250,-0.0800,-0.8900,0.4300,185.6875,-1.9375,85.8750,-0.5400,-0.3400,-0.2800,186.0000,-1.6250,85.3750,-0.2200,-0.5700,-0.1500
106.1250,8.2500,-8.2500,-1.1300,8.2500,-6.1400,109.5625,10.5625,-7.8125,-0.1100,-0.3400,-0.0400,110.3750,12.1875,-13.3125,0.3600,-0.1900,0.8300,104.1250,13.1875,0.9375,0.2500,2.2200,0.8200,92.4375,4.8125,43.2500,-0.5100,2.8400,-1.4600,90.8125,-1.3750,78.2500,1.2500,-3.3100,-1.3900,90.0625,-4.7500,91.5000,-0.3900,-0.7400,-0.8400,91.6875,-4.5000,95.5625,0.0300,-1.0600,-0.2700,93.5000,-3.7500,95.9375,-0.6600,-0.0200,-0.3800,94.9375,-2.6250,94.6250,-0.6100,0.3300,-0.1900
105.1250,1.9375,-9.3125,-0.6700,-0.9400,-0.3000,104.2500,3.6875,-8.1250,-0.4000,1.9200,0.3200,105.1875,3.5625,0.1250,0.7000,0.3600,1.1000,107.6875,1.9375,11.2500,-0.7400,3.3800,-4.0300,110.0625,-1.0000,53.1875,1.1700,-1.3600,-3.8200,117.2500,-0.8125,85.5000,0.8200,-4.3000,-0.8200,126.4375,2.0000,94.6875,0.1300,-1.2400,0.1300,129.1250,2.0625,93.3750,-0.0900,0.2800,-0.2000,128.1250,1.2500,90.0625,-0.5900,-0.5300,-0.5500,127.5000,1.9375,88.0625,-0.3700,-0.6100,0.0000
132.0625,10.0625,-6.5000,-0.1400,0.2900,-0.2800,133.1875,9.6875,-1.4375,-0.3600,6.5900,-3.5900,132.9375,4.0625,44.9375,-0.1800,-3.1100,-1.5800,136.5625,2.8750,84.1875,0.2800,-2.6500,-1.1900,142.1875,3.6250,102.6250,-0.6800,-2.1400,-0.4900,140.5625,3.2500,100.8750,0.1600,0.0400,0.1400,139.3125,2.5000,99.7500,-0.4700,-1.0000,-0.4000,138.2500,2.5000,98.6875,0.0200,-0.7300,0.2400,137.3750,2.6250,97.9375,0.0700,-0.9200,0.4800,136.9375,2.8125,97.2500,-0.2000,-0.1000,-0.0100
54.1875,5.1250,-52.3750,0.4200,-0.3100,0.3400,54.3125,5.3125,-52.1875,0.2200,0.0500,-0.1200,54.1875,5.0625,-47.1250,0.5300,4.4000,-1.7300,55.5625,-0.5000,-12.7500,0.6500,0.8100,-3.3000,60.3750,-3.3750,30.3750,0.5400,-2.4500,-3.7900,63.9375,-3.5000,66.1875,-0.3800,-2.8900,-1.0600,65.0000,-2.6250,81.6250,-0.1600,-1.2000,-0.5400,65.6875,-1.8125,85.0000,-0.0600,-0.8200,-0.2200,65.1250,-1.8125,82.7500,0.4100,0.5200,0.0700,65.1250,-1.9375,82.3125,0.0400,-0.3300,-0.0100
