203.7500,8.7500,4.4375,0.0800,-0.4700,-0.6500,202.5000,11.3750,2.6250,0.9200,-1.9100,13.9400,197.0625,-0.6875,3.8750,5.4400,1.1300,7.6900,198.5000,-30.8125,2.5000,7.2700,1.2900,-3.7600,204.5625,-52.3125,4.2500,4.9000,-3.1200,-10.9900,204.1875,-55.5625,1.9375,2.4300,-0.8600,-4.4300,202.5625,-54.6250,-3.5000,1.1000,0.1100,-0.7600,202.1250,-52.8750,-6.0625,-0.0700,0.0000,0.6400,201.9375,-52.0000,-6.0000,-0.1200,-0.0700,0.6200,202.3125,-51.8125,-4.8125,0.1800,-0.2400,0.1900
213.6250,11.6250,8.0000,-0.0400,0.1800,-0.3000,213.9375,12.0625,7.9375,0.3500,-0.5800,-0.2400,213.3125,12.9375,8.9375,-0.1800,0.0000,0.0100,213.4375,13.6875,7.3125,-0.0900,-0.0400,0.5100,213.0000,14.8125,3.6875,-0.0800,-0.0800,2.1200,212.5000,14.8125,0.0000,0.9300,-0.1800,5.8700,210.4375,7.0000,1.6250,4.0800,0.1100,8.1100,211.2500,-19.6875,5.1250,8.9600,1.7000,-1.8500,218.4375,-47.5000,14.5000,2.0700,-1.7500,-12.9500,216.6250,-52.8750,12.5000,2.1600,-0.0700,-2.2000
216.1875,-48.6250,5.5625,0.8500,0.1800,-2.4000,215.4375,-48.1250,5.0625,1.1400,0.0700,-1.6300,215.4375,-47.6250,3.8125,0.1500,-0.2200,-0.4600,215.9375,-47.5000,3.1875,-0.0100,-0.2600,-0.0500,216.3125,-47.1250,2.8750,0.1900,-0.1300,0.1000,216.6875,-47.1250,3.0000,0.2700,-0.3700,0.0500,216.6250,-47.0625,2.8750,-0.0200,-0.0200,-0.2700,217.0000,-46.4375,2.8750,0.2000,0.0800,0.2300,217.0625,-45.7500,2.7500,-0.1000,0.0000,0.1500,217.2500,-45.2500,2.5625,0.0000,0.0700,0.1100
259.3125,10.1875,3.3750,-1.2300,0.5600,-0.2800,255.5625,19.2500,-3.3125,2.0700,2.3500,11.7300,251.8125,10.0625,-11.7500,10.1700,3.0700,15.1000,265.1875,-40.8125,14.8125,26.2300,4.0400,-15.6700,281.1250,-48.0000,26.7500,3.9600,3.4800,-4.5800,273.8750,-45.6875,23.8125,-1.0200,2.1100,0.5300,272.8750,-45.2500,21.0000,-0.9900,0.7100,-1.1600,272.2500,-42.5625,21.1875,-0.0300,0.0900,0.3200,271.7500,-41.5000,21.6875,0.3900,-0.1600,-0.8400,271.0625,-40.7500,19.5000,0.0600,-0.1800,-0.3000
250.4375,10.2500,5.0625,-0.4000,0.2900,0.0400,251.8750,12.3750,7.5000,1.0000,-3.3800,4.2100,252.7500,-2.2500,9.5625,6.8400,-2.6600,11.8600,257.7500,-46.1250,15.1250,6.7100,-3.4000,-9.0400,255.0000,-70.3750,16.5000,3.8900,1.0100,-12.9200,252.3750,-68.9375,10.7500,1.2300,-0.1700,-0.8600,251.4375,-66.3750,7.7500,0.0100,-0.9600,-0.3100,251.6875,-65.6875,7.8750,0.0300,-0.1100,-0.5400,251.3750,-65.0625,6.7500,0.0400,0.0200,-0.9100,250.7500,-63.5625,6.5625,-0.0300,-0.0500,0.2000
229.6250,8.5000,5.3125,-0.0800,0.2600,-0.5400,229.4375,10.2500,6.3750,-1.1000,-2.1700,3.8600,219.6250,12.8125,5.2500,4.7500,0.3800,16.8300,208.6875,-2.3125,8.0625,3.6500,-0.0900,-4.1000,199.6875,-16.0625,9.1250,-0.6500,3.4800,-8.6800,194.6250,-16.5000,7.5000,0.8400,0.4500,-3.2200,193.8750,-15.9375,5.5625,0.7100,0.8300,-0.7200,195.9375,-15.8750,4.3125,0.3200,-0.5000,0.3600,196.0625,-15.3125,4.6875,-0.1500,0.2000,1.0000,196.0000,-14.9375,5.1250,0.1400,-0.1800,0.2500
280.0625,11.5625,6.5625,-0.1700,-0.3700,1.8900,276.8125,15.1875,1.1875,2.6800,-3.8500,13.0400,266.6250,7.3125,2.6250,4.4300,0.1300,4.6900,252.1250,-4.6875,6.6250,-0.5700,4.1500,-8.0300,247.0625,-11.6250,8.6250,-0.3900,2.7000,-6.4600,246.8750,-13.1250,9.1875,0.5300,2.1500,-1.0000,250.8750,-15.0000,9.1250,-0.5100,-0.4800,-0.6700,253.0000,-15.6250,8.8750,-0.0200,0.1300,0.0900,253.8750,-15.0000,9.6875,-0.3100,-0.1300,0.2300,254.3750,-15.2500,8.8750,-0.5000,0.4400,-0.1100
321.0000,1.1875,-10.1875,-0.4900,-0.3200,-0.3600,320.3750,4.8125,-15.5000,1.4400,-1.0100,8.2700,317.6250,5.2500,-16.4375,0.2200,2.0500,7.4000,316.8750,6.0000,-7.6250,-1.6900,3.2100,2.0700,318.3750,8.6250,7.1250,1.1400,0.9200,-10.1900,318.1250,11.1250,16.5000,-1.9900,0.8500,-4.7900,318.3125,10.3750,19.5000,-1.3800,0.3200,-2.0600,318.2500,12.3750,18.9375,-0.2200,0.1900,-0.8500,318.8750,12.8125,17.1250,-0.2300,0.0100,0.1600,319.1875,11.9375,16.1250,-0.1400,-0.1300,0.3500
12.2500,0.8125,-8.0625,-0.1500,-0.3700,-0.1600,13.1875,-0.7500,-12.8750,0.3800,0.6400,2.0900,11.0000,-3.2500,-22.1250,0.9700,2.0100,14.3300,6.6875,1.0625,-14.5625,-2.5300,3.1400,2.0600,359.5000,11.3750,-9.6250,-0.1300,-0.6100,-8.4300,354.5625,15.5625,-3.7500,-1.8700,-0.6700,-6.0400,352.8750,15.6250,0.6875,-1.2900,-0.4900,-2.5900,352.2500,15.7500,2.1250,-0.5100,0.1600,-1.1300,352.1875,16.0625,3.1875,-0.3500,-0.3600,-0.1200,352.5625,15.0625,3.5625,-0.1400,-0.2600,0.6000
236.4375,3.5000,15.5000,-0.9800,-0.0100,-1.0300,234.1875,8.1875,19.1250,-1.4700,-4.6700,11.7800,228.5000,-0.2500,15.4375,4.4600,-2.6600,8.7900,222.3750,-26.6875,8.2500,9.1100,2.0000,-4.6000,226.6875,-47.4375,2.3125,3.9600,-1.5800,-13.5000,225.8125,-50.6875,-1.0625,2.0200,0.0900,-2.3800,226.1875,-50.1875,-3.7500,0.6700,-0.3400,-0.2600,226.8125,-49.3750,-5.4375,0.2000,0.4600,0.4200,227.5625,-50.2500,-4.8750,-0.2600,-1.1800,-0.3200,225.9375,-49.6875,-5.1250,0.6100,-0.3000,0.3300
